Ruta,TypRuta,Provyta,Delyta,Avst1,Rikt1,Avst2,Rikt2,Avst3,Rikt3,Avst4,Rikt4,Avst5,Rikt5,Avst6,Rikt6,Avst7,Rikt7,Avst8,Rikt8
23,1,285,1,100,222,55,162,100,123,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,5,2,100,165,13,238,100,344,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1,5,2,100,165,13,238,100,344,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1,235,2,100,156,54,25,100,13,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,270,1,100,322,100,106,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,272,1,100,188,82,115,80,18,100,44,-2,-1,-2,-1,-2,-1,-2,-1
24,1,330,1,100,275,100,54,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,334,2,100,136,100,319,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,347,2,100,38,41,284,100,237,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,374,2,100,318,100,207,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
24,1,384,2,100,32,100,237,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,51,1,100,281,8,306,100,107,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,51,1,100,281,8,306,100,107,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,53,2,100,86,24,335,100,245,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1,53,2,100,86,24,335,100,245,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,54,2,100,74,100,317,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,54,2,100,74,100,317,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,60,1,100,208,100,317,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,60,1,100,208,100,317,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1,61,2,100,46,100,183,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1,61,2,100,46,100,183,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
25,1,364,1,100,32,100,151,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,8,2,100,53,100,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,8,2,100,53,100,197,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
26,1,9,1,100,41,74,123,100,167,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,11,1,100,188,100,358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,11,1,100,188,100,358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,16,2,100,32,100,225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,0,50,2,100,20,38,225,72,205,100,193,-2,-1,-1,-1,-1,-1,-1,-1
26,1,50,2,100,20,38,225,72,205,100,193,-2,-1,-2,-1,-2,-1,-2,-1
26,1,52,1,100,183,38,351,100,42,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,52,1,100,183,38,351,100,42,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,60,2,100,178,100,313,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,60,2,100,178,100,313,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,63,1,100,316,100,159,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,63,1,100,316,100,159,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,0,70,1,100,335,100,153,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,1,70,1,100,335,100,153,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,228,1,100,263,83,273,100,303,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,274,1,100,334,18,14,70,59,100,90,-2,-1,-2,-1,-2,-1,-2,-1
26,1,285,2,100,148,44,105,23,46,100,3,-2,-1,-2,-1,-2,-1,-2,-1
26,1,285,3,100,286,72,261,100,222,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,290,1,100,257,18,138,100,121,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
26,1,362,1,100,193,100,106,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,52,2,100,352,100,232,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,52,2,100,352,100,232,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,60,1,100,336,72,177,100,126,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,60,1,100,336,72,177,100,126,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,61,1,100,208,100,334,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,61,1,100,208,100,334,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,62,2,100,103,100,247,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,62,2,100,103,100,247,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,64,1,100,328,24,228,37,176,100,160,-2,-1,-1,-1,-1,-1,-1,-1
27,1,64,1,100,328,24,228,37,176,100,160,-2,-1,-2,-1,-2,-1,-2,-1
27,1,71,2,100,55,100,311,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,71,2,100,55,100,311,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,74,2,100,341,100,221,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,74,2,100,341,100,221,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,75,1,100,200,100,5,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,265,2,100,54,100,228,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,286,2,100,105,100,40,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,290,1,100,337,100,178,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,301,2,100,169,80,186,54,245,74,275,100,282,-2,-1,-2,-1,-2,-1
27,1,348,1,100,288,42,302,100,97,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
27,1,377,2,100,38,100,218,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
28,1,8,2,100,125,100,300,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
28,1,8,2,100,125,100,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,1,11,1,100,222,100,350,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
28,1,11,1,100,222,100,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,1,51,1,100,290,34,303,76,170,100,155,-2,-1,-2,-1,-2,-1,-2,-1
28,1,53,2,100,320,38,214,100,254,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
28,1,54,2,100,110,100,348,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
28,1,60,2,100,179,100,319,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,7,1,100,210,100,83,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
29,1,7,1,100,210,100,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1,9,1,100,270,100,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1,9,1,100,270,100,35,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,52,2,100,92,32,354,100,1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,57,1,100,225,100,120,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,57,3,100,48,57,80,35,265,100,290,-2,-1,-2,-1,-2,-1,-2,-1
29,1,64,1,100,185,40,208,73,25,100,352,-2,-1,-2,-1,-2,-1,-2,-1
29,1,64,3,100,269,60,250,100,205,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,72,2,100,155,100,256,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,75,2,100,175,100,4,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,81,1,100,195,100,350,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
29,1,83,2,100,85,100,285,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
30,1,1,2,100,138,100,18,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,1,2,100,138,100,18,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
30,1,1,3,100,303,100,229,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
30,1,1,3,100,303,100,229,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,4,1,100,187,100,298,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
30,1,57,1,100,254,25,209,43,41,100,47,100,73,62,92,100,179,-2,-1
30,1,67,1,100,65,100,165,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
30,1,67,1,100,65,100,165,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,392,2,100,171,100,348,100,23,100,135,-2,-1,-2,-1,-2,-1,-2,-1
31,1,80,2,100,125,100,281,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
31,1,83,1,100,236,69,8,100,23,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
32,1,54,2,100,333,100,208,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,1,54,2,100,333,100,208,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
32,1,72,1,100,46,100,152,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
32,1,72,1,100,46,100,152,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,1,80,2,100,114,100,268,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
32,1,80,2,100,114,100,268,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1,2,1,100,278,100,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,1,3,1,100,347,100,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,1,6,2,100,138,65,96,100,82,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1,6,2,100,138,65,96,100,82,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1,53,2,100,65,45,339,100,191,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,5,1,100,80,60,93,100,179,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,5,1,100,80,60,93,100,179,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,10,1,100,264,100,12,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,10,1,100,264,100,12,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,12,1,100,244,82,303,100,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,12,1,100,244,82,303,100,141,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,12,2,100,141,82,303,100,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,12,2,100,141,82,303,100,303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,51,1,100,181,26,346,100,301,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,71,2,100,160,100,50,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,229,1,100,328,100,120,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,235,2,100,136,100,263,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,255,1,100,303,80,307,43,347,100,59,-2,-1,-2,-1,-2,-1,-2,-1
34,1,297,2,100,60,75,57,100,349,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,354,2,100,97,35,26,59,222,70,192,100,204,-2,-1,-2,-1,-2,-1
34,1,375,2,100,95,68,128,5,341,19,248,80,305,100,356,-2,-1,-2,-1
34,1,384,1,100,218,100,122,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
34,1,384,3,100,36,100,287,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,4,2,100,342,10,297,100,207,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,4,2,100,342,10,297,100,207,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,1,10,1,100,285,100,96,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,1,10,1,100,285,100,96,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,10,3,100,51,100,331,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,1,10,3,100,51,100,331,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,252,2,100,55,9,192,100,303,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,269,1,100,321,100,108,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,290,1,100,216,100,332,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,294,2,100,355,100,265,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,802,1,100,181,100,317,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
35,1,807,1,100,342,100,118,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,1,2,100,179,74,222,78,260,100,321,-2,-1,-1,-1,-1,-1,-1,-1
36,1,1,2,100,179,74,222,78,260,100,321,-2,-1,-1,-1,-1,-1,-1,-1
36,1,50,1,100,187,6,275,100,4,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,51,2,100,62,65,14,100,324,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,52,1,100,290,70,141,60,98,100,7,-2,-1,-2,-1,-2,-1,-2,-1
36,1,54,1,100,182,100,46,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,252,2,100,98,21,95,18,11,100,282,-2,-1,-2,-1,-2,-1,-2,-1
36,1,295,1,100,193,18,278,100,65,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,376,1,100,57,100,178,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,377,2,100,45,87,30,63,296,100,230,-2,-1,-2,-1,-2,-1,-2,-1
36,1,802,1,100,344,100,145,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
36,1,807,1,100,116,42,123,100,170,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
37,1,4,1,100,194,100,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,4,1,100,194,100,124,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
37,1,6,1,100,184,100,62,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
37,1,6,1,100,184,100,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,11,2,100,157,100,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,11,2,100,157,100,88,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
37,1,13,1,100,47,100,159,100,232,100,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,16,1,100,13,95,281,100,185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,52,2,100,179,44,113,100,67,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
37,1,52,2,100,179,44,113,100,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,268,1,100,2,100,152,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
37,1,328,1,100,231,30,307,100,349,100,112,74,127,100,157,-2,-1,-2,-1
37,1,388,1,100,206,100,19,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
37,1,802,1,100,223,35,282,56,16,100,72,-2,-1,-2,-1,-2,-1,-2,-1
37,1,804,2,100,63,100,264,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
37,1,806,1,100,11,80,354,100,224,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
38,1,272,2,100,340,100,68,100,110,20,292,100,213,-2,-1,-2,-1,-2,-1
38,1,296,1,100,210,36,223,49,276,72,3,100,354,-2,-1,-2,-1,-2,-1
38,1,344,2,100,170,50,156,30,257,44,37,100,26,-2,-1,-2,-1,-2,-1
39,1,51,2,100,150,100,80,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,1,1,100,232,58,35,100,51,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,1,1,1,100,232,58,35,100,51,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,7,1,100,289,100,118,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,1,7,1,100,289,100,118,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,52,2,100,51,100,274,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,52,2,100,51,100,274,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,1,61,2,100,139,100,13,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,61,2,100,139,100,13,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,1,242,1,100,181,47,248,100,83,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,242,2,100,313,47,248,100,181,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,249,1,100,35,49,310,100,156,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,261,1,100,220,100,140,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,261,3,100,76,100,325,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
40,1,348,1,100,186,100,249,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,1,11,2,100,350,100,198,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
41,1,11,2,100,350,100,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,1,15,1,100,281,100,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,1,61,2,100,334,100,250,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,1,61,2,100,334,100,250,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,1,71,1,100,228,100,83,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,1,71,1,100,228,100,83,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,0,72,1,100,298,83,317,73,111,100,118,-2,-1,-1,-1,-1,-1,-1,-1
41,1,72,1,100,298,83,317,73,111,100,118,-2,-1,-2,-1,-2,-1,-2,-1
41,1,287,1,100,288,69,62,100,140,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,1,287,2,100,140,69,62,100,73,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
41,1,395,2,100,145,62,96,100,95,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
42,1,5,1,100,350,37,228,70,192,100,175,-2,-1,-2,-1,-2,-1,-2,-1
42,1,5,1,100,350,37,228,70,192,100,175,-2,-1,-1,-1,-1,-1,-1,-1
42,1,8,1,100,188,100,343,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
42,1,8,1,100,188,100,343,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,1,10,2,100,299,100,25,100,82,100,244,-2,-1,-1,-1,-1,-1,-1,-1
42,1,10,2,100,299,100,25,100,82,100,244,-2,-1,-2,-1,-2,-1,-2,-1
42,1,11,1,100,1,100,174,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
42,1,11,1,100,1,100,174,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,1,11,3,100,139,100,37,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,1,11,3,100,139,100,37,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
42,1,80,2,100,71,100,284,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
42,1,256,2,100,119,100,263,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
42,1,277,1,100,282,93,328,60,356,38,272,100,140,-2,-1,-2,-1,-2,-1
42,1,334,2,100,85,100,260,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
43,1,60,1,100,345,64,347,56,60,17,68,100,126,-2,-1,-2,-1,-2,-1
43,1,60,1,100,345,64,347,56,60,17,68,100,126,-2,-1,-1,-1,-1,-1
43,1,61,1,100,274,100,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,1,61,1,100,274,100,151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,1,61,3,100,110,0,0,100,311,NULL,NULL,NULL,NULL,-2,-1,-2,-1,-2,-1
43,1,61,3,100,110,0,0,100,311,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1
43,1,62,1,100,313,30,316,24,27,10,312,77,130,100,110,-2,-1,-1,-1
43,1,62,1,100,313,30,316,24,27,10,312,77,130,100,110,-2,-1,-2,-1
43,1,70,1,100,267,100,47,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
43,1,70,1,100,267,100,47,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,1,74,1,100,21,100,130,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,1,74,1,100,21,100,130,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
43,1,80,1,100,280,30,349,70,15,76,94,100,70,-2,-1,-1,-1,-1,-1
43,1,80,1,100,280,30,349,70,15,76,94,100,70,-2,-1,-2,-1,-2,-1
43,1,81,2,100,306,100,229,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
43,1,81,2,100,306,100,229,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,1,81,3,100,48,100,337,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,1,81,3,100,48,100,337,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
43,1,257,1,100,350,100,161,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
43,1,296,1,100,5,100,157,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
44,1,53,1,100,296,75,118,100,97,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,1,53,1,100,296,75,118,100,97,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
44,1,55,2,100,106,100,264,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,1,55,2,100,106,100,264,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1
44,1,61,2,100,10,19,219,100,263,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1
